listing_id,title,description,price,bedrooms,bathrooms,property_type,address,city,latitude,longitude,posting_date,furnished,lease_term,deposit_amount,payment_method_text,contact_type
7678,Affordable Room,Bright unit close to transit.,3143,0,2,house,839 Main St,Toronto,43.78485,-79.309836,2025-10-29,1,1 year,500,gift card,owner
7679,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1862,3,1,house,463 Main St,Toronto,43.79254,-79.443282,2025-09-02,1,1 year,1500,e-transfer,owner
7680,Affordable Room,Bright unit close to transit.,2093,4,3,apartment,451 Main St,Toronto,43.793952,-79.300192,2025-09-29,1,6 months,500,gift card,agent
7681,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3462,2,1,basement,54 Main St,Toronto,43.705045,-79.30073,2025-09-11,0,1 year,500,e-transfer,agent
7682,Spacious Basement Unit,Bright unit close to transit.,1072,0,1,basement,802 Main St,Toronto,43.7533,-79.539821,2026-01-11,0,1 year,1000,gift card,agent
7683,Affordable Room,"Recently renovated, quiet neighborhood.",1429,1,3,apartment,61 Main St,Toronto,43.791443,-79.585013,2025-08-31,1,month-to-month,0,wire,owner
7684,Downtown Condo,Near subway and shopping.,3103,3,2,house,226 Main St,Toronto,43.763623,-79.540282,2025-08-29,1,month-to-month,1500,wire,agent
7685,Affordable Room,Bright unit close to transit.,1103,0,3,apartment,200 Main St,Toronto,43.647579,-79.203426,2025-12-27,0,1 year,500,wire,agent
7686,Beautiful Apartment for Rent,Near subway and shopping.,1194,3,3,basement,748 Main St,Toronto,43.72315,-79.382929,2025-08-22,0,6 months,1500,cash,agent
7687,Affordable Room,"Recently renovated, quiet neighborhood.",3127,4,1,apartment,545 Main St,Toronto,43.603442,-79.30262,2026-01-16,1,month-to-month,500,cash,owner
7688,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1086,0,1,basement,780 Main St,Toronto,43.668444,-79.572198,2025-08-10,1,6 months,1500,e-transfer,agent
7689,Downtown Condo,Ideal for students and professionals.,3298,1,2,apartment,451 Main St,Toronto,43.732635,-79.357855,2026-01-05,0,1 year,0,cash,owner
7690,Downtown Condo,"Recently renovated, quiet neighborhood.",1180,1,1,house,777 Main St,Toronto,43.799407,-79.587251,2025-09-05,0,1 year,0,cash,agent
7691,Downtown Condo,Near subway and shopping.,2531,3,1,apartment,217 Main St,Toronto,43.602353,-79.460476,2025-10-08,0,month-to-month,0,cash,owner
7692,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",1579,0,2,house,883 Main St,Toronto,43.656826,-79.457692,2025-08-16,1,month-to-month,1000,e-transfer,agent
7693,Beautiful Apartment for Rent,Bright unit close to transit.,3463,1,2,apartment,505 Main St,Toronto,43.770888,-79.5813,2025-12-28,1,6 months,500,wire,owner
7694,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1366,3,1,basement,731 Main St,Toronto,43.788152,-79.332784,2026-01-11,1,6 months,1000,gift card,owner
7695,Affordable Room,"Recently renovated, quiet neighborhood.",2008,3,3,house,991 Main St,Toronto,43.793926,-79.372086,2025-11-09,1,1 year,1500,gift card,agent
7696,Affordable Room,Bright unit close to transit.,951,3,2,basement,621 Main St,Toronto,43.604668,-79.281517,2025-09-16,1,month-to-month,0,wire,agent
7697,Affordable Room,Ideal for students and professionals.,3433,1,3,house,326 Main St,Toronto,43.603209,-79.539246,2025-12-04,1,month-to-month,500,wire,owner
7698,Downtown Condo,"Recently renovated, quiet neighborhood.",1180,1,2,basement,751 Main St,Toronto,43.69293,-79.419504,2025-09-03,1,1 year,500,gift card,agent
7699,Beautiful Apartment for Rent,Bright unit close to transit.,3203,1,3,basement,296 Main St,Toronto,43.751864,-79.493339,2025-10-24,1,1 year,1000,gift card,agent
7700,Beautiful Apartment for Rent,Near subway and shopping.,3329,1,1,basement,383 Main St,Toronto,43.712395,-79.449224,2025-10-29,0,6 months,500,wire,owner
7701,Beautiful Apartment for Rent,Near subway and shopping.,2658,1,2,apartment,748 Main St,Toronto,43.790877,-79.301042,2025-12-23,1,month-to-month,0,cash,agent
7702,Downtown Condo,Bright unit close to transit.,1669,2,2,apartment,30 Main St,Toronto,43.633247,-79.229416,2025-12-06,0,6 months,1500,e-transfer,agent
7703,Downtown Condo,Near subway and shopping.,2631,2,3,basement,59 Main St,Toronto,43.616757,-79.499511,2025-10-18,1,month-to-month,1500,gift card,owner
7704,Beautiful Apartment for Rent,Near subway and shopping.,1018,2,1,apartment,556 Main St,Toronto,43.746252,-79.241426,2025-08-17,1,6 months,1000,cash,owner
7705,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2811,2,1,apartment,825 Main St,Toronto,43.621845,-79.3181,2026-01-14,1,month-to-month,1000,gift card,agent
7706,Spacious Basement Unit,Near subway and shopping.,2989,4,3,house,629 Main St,Toronto,43.607005,-79.577427,2025-12-01,1,6 months,0,wire,owner
7707,Beautiful Apartment for Rent,Bright unit close to transit.,2228,4,3,house,717 Main St,Toronto,43.637758,-79.501532,2025-10-02,1,1 year,1000,e-transfer,agent
7708,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1553,2,2,basement,980 Main St,Toronto,43.696627,-79.265602,2025-11-24,0,month-to-month,1500,e-transfer,owner
7709,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2558,2,3,house,929 Main St,Toronto,43.687569,-79.511014,2025-08-02,1,1 year,500,e-transfer,agent
7710,Spacious Basement Unit,Ideal for students and professionals.,2127,3,1,apartment,719 Main St,Toronto,43.689678,-79.301581,2025-08-07,1,6 months,1500,gift card,owner
7711,Spacious Basement Unit,Bright unit close to transit.,990,2,3,basement,178 Main St,Toronto,43.781713,-79.546436,2025-09-14,0,1 year,1500,wire,agent
7712,Beautiful Apartment for Rent,Bright unit close to transit.,2050,1,2,house,756 Main St,Toronto,43.797502,-79.593293,2025-10-12,1,1 year,500,cash,owner
7713,Spacious Basement Unit,Near subway and shopping.,1024,3,1,apartment,848 Main St,Toronto,43.723675,-79.258272,2025-10-25,0,6 months,1500,gift card,agent
7714,Affordable Room,"Recently renovated, quiet neighborhood.",1598,3,2,apartment,69 Main St,Toronto,43.740646,-79.266902,2026-01-13,1,month-to-month,1000,gift card,owner
7715,Downtown Condo,Ideal for students and professionals.,3403,3,3,apartment,261 Main St,Toronto,43.746108,-79.529925,2025-10-18,0,month-to-month,1000,wire,agent
7716,Spacious Basement Unit,Near subway and shopping.,2058,3,2,house,968 Main St,Toronto,43.750829,-79.504496,2025-11-06,1,6 months,500,e-transfer,owner
7717,Spacious Basement Unit,Ideal for students and professionals.,2481,0,1,house,33 Main St,Toronto,43.662975,-79.459138,2025-12-31,1,1 year,1500,cash,agent
7718,Downtown Condo,Near subway and shopping.,2594,0,2,house,835 Main St,Toronto,43.613251,-79.496814,2025-11-12,1,6 months,0,e-transfer,agent
7719,Affordable Room,"Recently renovated, quiet neighborhood.",1674,4,2,house,691 Main St,Toronto,43.681197,-79.251394,2025-08-04,0,6 months,1000,cash,agent
7720,Spacious Basement Unit,Bright unit close to transit.,1189,4,1,basement,488 Main St,Toronto,43.624641,-79.205208,2025-12-09,1,6 months,1000,cash,agent
7721,Affordable Room,Bright unit close to transit.,2949,3,3,apartment,999 Main St,Toronto,43.670983,-79.431453,2026-01-26,0,6 months,1000,e-transfer,agent
7722,Downtown Condo,Ideal for students and professionals.,1786,1,2,apartment,464 Main St,Toronto,43.775122,-79.240066,2025-11-23,0,1 year,500,wire,owner
7723,Downtown Condo,Near subway and shopping.,982,1,1,apartment,246 Main St,Toronto,43.724976,-79.4882,2025-08-22,1,6 months,1000,e-transfer,owner
7724,Downtown Condo,"Recently renovated, quiet neighborhood.",2749,0,1,apartment,32 Main St,Toronto,43.715862,-79.429498,2026-01-20,1,month-to-month,500,wire,owner
7725,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",1993,0,2,basement,733 Main St,Toronto,43.750812,-79.492516,2025-09-03,1,6 months,500,wire,owner
7726,Affordable Room,"Recently renovated, quiet neighborhood.",2247,3,2,basement,604 Main St,Toronto,43.731269,-79.397509,2026-01-27,1,month-to-month,1000,cash,agent
7727,Affordable Room,"Recently renovated, quiet neighborhood.",2888,1,1,house,974 Main St,Toronto,43.793348,-79.297124,2025-08-02,1,1 year,0,e-transfer,agent
7728,Beautiful Apartment for Rent,Near subway and shopping.,3449,3,1,house,245 Main St,Toronto,43.615843,-79.235867,2025-12-19,1,6 months,0,e-transfer,agent
7729,Spacious Basement Unit,Ideal for students and professionals.,1764,4,2,basement,250 Main St,Toronto,43.670359,-79.375943,2025-12-18,1,6 months,0,cash,agent
7730,Affordable Room,Near subway and shopping.,1307,1,1,apartment,409 Main St,Toronto,43.771109,-79.233658,2025-12-23,0,6 months,1000,gift card,owner
7731,Affordable Room,Near subway and shopping.,2937,1,1,basement,960 Main St,Toronto,43.625682,-79.580385,2025-08-20,1,6 months,500,wire,owner
7732,Beautiful Apartment for Rent,Bright unit close to transit.,2510,1,3,house,945 Main St,Toronto,43.672464,-79.283638,2025-10-02,0,month-to-month,0,gift card,agent
7733,Spacious Basement Unit,Near subway and shopping.,1354,0,1,house,513 Main St,Toronto,43.711325,-79.267012,2025-09-08,0,month-to-month,500,wire,agent
7734,Affordable Room,"Recently renovated, quiet neighborhood.",2745,1,2,house,229 Main St,Toronto,43.753564,-79.211582,2025-11-01,1,month-to-month,500,gift card,owner
7735,Beautiful Apartment for Rent,Ideal for students and professionals.,1030,4,2,house,350 Main St,Toronto,43.731348,-79.33735,2025-12-03,0,1 year,500,e-transfer,agent
7736,Downtown Condo,Near subway and shopping.,2057,1,3,house,87 Main St,Toronto,43.70809,-79.456528,2025-09-08,1,6 months,0,wire,agent
7737,Downtown Condo,"Recently renovated, quiet neighborhood.",3245,1,2,house,777 Main St,Toronto,43.642531,-79.425679,2025-10-10,0,6 months,1500,e-transfer,owner
7738,Affordable Room,Ideal for students and professionals.,2606,1,3,apartment,935 Main St,Toronto,43.692283,-79.381393,2025-09-12,1,month-to-month,500,gift card,agent
7739,Affordable Room,Bright unit close to transit.,2826,3,1,house,505 Main St,Toronto,43.765603,-79.596335,2025-09-27,0,month-to-month,1500,e-transfer,agent
7740,Affordable Room,Bright unit close to transit.,1943,1,3,basement,529 Main St,Toronto,43.647566,-79.373858,2025-10-09,0,6 months,1000,cash,agent
7741,Downtown Condo,Near subway and shopping.,2742,3,1,basement,569 Main St,Toronto,43.642043,-79.370888,2025-10-03,0,1 year,1000,gift card,agent
7742,Affordable Room,Near subway and shopping.,1625,3,1,basement,854 Main St,Toronto,43.778213,-79.306409,2025-09-13,0,6 months,1500,wire,owner
7743,Affordable Room,Bright unit close to transit.,938,1,2,apartment,353 Main St,Toronto,43.617252,-79.595592,2025-09-25,1,6 months,1000,wire,agent
7744,Downtown Condo,Near subway and shopping.,998,3,3,house,623 Main St,Toronto,43.672747,-79.207357,2025-09-04,0,month-to-month,500,e-transfer,agent
7745,Downtown Condo,Near subway and shopping.,2178,0,1,basement,22 Main St,Toronto,43.659764,-79.502402,2026-01-20,1,6 months,500,gift card,owner
7746,Spacious Basement Unit,Near subway and shopping.,1059,3,3,house,278 Main St,Toronto,43.709446,-79.339148,2025-08-14,1,month-to-month,1000,cash,owner
7747,Affordable Room,Ideal for students and professionals.,1713,4,3,house,587 Main St,Toronto,43.635612,-79.331498,2025-10-15,0,6 months,1000,gift card,owner
7748,Affordable Room,Near subway and shopping.,1430,1,1,apartment,979 Main St,Toronto,43.672638,-79.417618,2025-08-27,1,1 year,1500,gift card,owner
7749,Spacious Basement Unit,Ideal for students and professionals.,3320,0,3,house,82 Main St,Toronto,43.73796,-79.335593,2025-12-22,0,1 year,500,cash,owner
7750,Spacious Basement Unit,Bright unit close to transit.,1278,3,3,apartment,490 Main St,Toronto,43.655037,-79.545256,2025-10-29,1,1 year,1000,cash,owner
7751,Affordable Room,Ideal for students and professionals.,885,1,3,basement,879 Main St,Toronto,43.724281,-79.597189,2025-10-28,1,month-to-month,0,gift card,owner
7752,Downtown Condo,Near subway and shopping.,1243,0,1,apartment,654 Main St,Toronto,43.685218,-79.316925,2025-12-10,1,month-to-month,1500,e-transfer,agent
7753,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",1521,4,1,house,621 Main St,Toronto,43.73935,-79.358099,2025-10-04,1,6 months,500,e-transfer,agent
7754,Affordable Room,Ideal for students and professionals.,1377,1,2,basement,250 Main St,Toronto,43.729878,-79.574282,2025-11-24,1,1 year,1000,gift card,owner
7755,Downtown Condo,Bright unit close to transit.,2553,3,2,basement,351 Main St,Toronto,43.695486,-79.486681,2025-08-30,1,1 year,1500,wire,owner
7756,Downtown Condo,"Recently renovated, quiet neighborhood.",3017,3,1,basement,288 Main St,Toronto,43.730722,-79.572757,2025-11-24,0,6 months,1000,cash,owner
7757,Beautiful Apartment for Rent,Bright unit close to transit.,2470,3,1,house,433 Main St,Toronto,43.677034,-79.249272,2025-11-01,0,1 year,1000,gift card,owner
7758,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",990,3,1,apartment,191 Main St,Toronto,43.773924,-79.20816,2025-09-10,1,month-to-month,1000,wire,agent
7759,Spacious Basement Unit,Near subway and shopping.,2194,3,3,basement,532 Main St,Toronto,43.642705,-79.487927,2025-09-14,1,month-to-month,1500,wire,owner
7760,Spacious Basement Unit,Ideal for students and professionals.,3343,4,1,house,20 Main St,Toronto,43.613556,-79.549932,2025-12-22,0,1 year,0,cash,owner
7761,Downtown Condo,"Recently renovated, quiet neighborhood.",1422,2,3,house,439 Main St,Toronto,43.615645,-79.26072,2025-10-19,0,6 months,1500,gift card,owner
7762,Affordable Room,Bright unit close to transit.,873,0,3,basement,145 Main St,Toronto,43.724682,-79.321759,2025-11-06,0,month-to-month,500,e-transfer,owner
7763,Downtown Condo,Near subway and shopping.,2086,2,2,house,409 Main St,Toronto,43.644738,-79.584784,2026-01-26,0,6 months,500,cash,owner
7764,Affordable Room,Near subway and shopping.,2485,1,3,house,573 Main St,Toronto,43.730264,-79.287381,2025-08-19,1,6 months,0,gift card,agent
7765,Downtown Condo,Ideal for students and professionals.,2431,3,2,basement,327 Main St,Toronto,43.760641,-79.34584,2025-10-20,1,6 months,0,cash,agent
7766,Downtown Condo,"Recently renovated, quiet neighborhood.",2804,4,1,apartment,964 Main St,Toronto,43.770459,-79.397918,2026-01-08,0,month-to-month,500,gift card,owner
7767,Downtown Condo,Bright unit close to transit.,981,4,2,basement,576 Main St,Toronto,43.624407,-79.233406,2025-09-25,1,1 year,1500,wire,owner
7768,Beautiful Apartment for Rent,Near subway and shopping.,1529,2,1,house,148 Main St,Toronto,43.691147,-79.539533,2025-12-04,0,month-to-month,0,cash,agent
7769,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2491,0,1,basement,793 Main St,Toronto,43.795141,-79.577223,2025-08-16,1,6 months,0,cash,owner
7770,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2038,1,3,apartment,80 Main St,Toronto,43.740817,-79.467844,2025-11-18,0,1 year,500,gift card,owner
7771,Affordable Room,Ideal for students and professionals.,1551,0,1,apartment,8 Main St,Toronto,43.766972,-79.594926,2025-11-18,0,6 months,500,gift card,agent
7772,Affordable Room,Ideal for students and professionals.,1135,1,3,basement,773 Main St,Toronto,43.638442,-79.378831,2025-10-27,1,1 year,0,gift card,owner
7773,Downtown Condo,Bright unit close to transit.,3145,3,3,basement,295 Main St,Toronto,43.661486,-79.411298,2025-08-27,1,6 months,0,e-transfer,owner
7774,Downtown Condo,Near subway and shopping.,2525,4,3,basement,785 Main St,Toronto,43.712658,-79.304327,2025-08-14,0,1 year,500,cash,agent
7775,Affordable Room,Near subway and shopping.,2035,2,3,basement,372 Main St,Toronto,43.608766,-79.492625,2025-12-17,0,6 months,1000,e-transfer,owner
7776,Spacious Basement Unit,Near subway and shopping.,2462,2,2,house,247 Main St,Toronto,43.608677,-79.508617,2025-08-20,1,6 months,1500,wire,owner
7777,Spacious Basement Unit,Bright unit close to transit.,1126,1,2,house,997 Main St,Toronto,43.679126,-79.267705,2025-08-27,1,month-to-month,500,wire,agent
7778,Downtown Condo,Near subway and shopping.,2760,4,1,basement,423 Main St,Toronto,43.641375,-79.206495,2025-09-02,0,6 months,0,cash,owner
7779,Downtown Condo,Bright unit close to transit.,1800,3,3,basement,759 Main St,Toronto,43.60628,-79.307335,2025-08-12,1,1 year,1000,gift card,agent
7780,Spacious Basement Unit,Bright unit close to transit.,1727,4,1,apartment,670 Main St,Toronto,43.727554,-79.415878,2025-08-25,0,month-to-month,1000,gift card,agent
7781,Affordable Room,Near subway and shopping.,1287,2,2,apartment,311 Main St,Toronto,43.773326,-79.594669,2025-09-27,0,1 year,1000,wire,agent
7782,Affordable Room,Bright unit close to transit.,2819,4,2,basement,966 Main St,Toronto,43.777795,-79.269635,2025-08-06,0,1 year,0,cash,agent
7783,Downtown Condo,Bright unit close to transit.,2261,3,2,house,970 Main St,Toronto,43.640463,-79.523854,2025-08-04,0,6 months,0,cash,owner
7784,Beautiful Apartment for Rent,Near subway and shopping.,2835,1,1,house,727 Main St,Toronto,43.761722,-79.474355,2025-08-24,1,1 year,1000,cash,agent
7785,Affordable Room,"Recently renovated, quiet neighborhood.",1487,3,3,house,770 Main St,Toronto,43.792284,-79.564002,2025-12-22,1,month-to-month,0,cash,owner
7786,Affordable Room,Ideal for students and professionals.,3211,0,2,house,586 Main St,Toronto,43.789957,-79.427393,2025-10-09,1,6 months,500,cash,owner
7787,Beautiful Apartment for Rent,Ideal for students and professionals.,1320,0,1,house,433 Main St,Toronto,43.603446,-79.579465,2025-12-04,0,6 months,0,wire,agent
7788,Affordable Room,Near subway and shopping.,2650,3,1,house,5 Main St,Toronto,43.661124,-79.239889,2025-12-18,1,month-to-month,500,cash,owner
7789,Beautiful Apartment for Rent,Bright unit close to transit.,1887,2,1,basement,411 Main St,Toronto,43.711606,-79.288698,2025-09-11,0,1 year,1500,gift card,owner
7790,Affordable Room,"Recently renovated, quiet neighborhood.",943,1,1,house,394 Main St,Toronto,43.721349,-79.26538,2025-12-03,0,month-to-month,1000,wire,owner
7791,Spacious Basement Unit,Ideal for students and professionals.,914,3,1,basement,392 Main St,Toronto,43.7884,-79.367655,2025-12-27,1,1 year,0,wire,agent
7792,Affordable Room,Bright unit close to transit.,2926,2,2,house,110 Main St,Toronto,43.660753,-79.253522,2025-12-25,1,6 months,0,e-transfer,agent
7793,Beautiful Apartment for Rent,Near subway and shopping.,2124,1,2,house,906 Main St,Toronto,43.694378,-79.361346,2025-08-22,1,1 year,1000,wire,owner
7794,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3452,3,2,apartment,67 Main St,Toronto,43.707284,-79.203779,2026-01-03,0,6 months,1000,wire,agent
7795,Downtown Condo,Ideal for students and professionals.,2013,4,1,house,342 Main St,Toronto,43.716462,-79.447881,2025-08-05,0,1 year,500,e-transfer,owner
7796,Beautiful Apartment for Rent,Bright unit close to transit.,2691,4,1,apartment,758 Main St,Toronto,43.793176,-79.35578,2025-09-05,1,month-to-month,1500,gift card,owner
7797,Affordable Room,Bright unit close to transit.,1809,4,2,basement,402 Main St,Toronto,43.653593,-79.395221,2025-10-28,0,month-to-month,1000,cash,agent
7798,Beautiful Apartment for Rent,Ideal for students and professionals.,2989,1,3,basement,643 Main St,Toronto,43.760283,-79.255807,2025-10-08,0,1 year,500,cash,agent
7799,Affordable Room,Near subway and shopping.,1108,4,3,basement,698 Main St,Toronto,43.667298,-79.569033,2025-11-15,1,6 months,500,cash,owner
7800,Beautiful Apartment for Rent,Ideal for students and professionals.,2775,4,2,apartment,595 Main St,Toronto,43.705933,-79.513228,2025-09-07,1,month-to-month,1500,wire,owner
7801,Affordable Room,Near subway and shopping.,1030,1,3,basement,490 Main St,Toronto,43.759891,-79.241084,2025-09-29,1,month-to-month,500,wire,owner
7802,Affordable Room,Bright unit close to transit.,1298,2,2,apartment,459 Main St,Toronto,43.685015,-79.292849,2025-10-15,1,month-to-month,500,e-transfer,agent
7803,Affordable Room,"Recently renovated, quiet neighborhood.",2610,0,1,apartment,581 Main St,Toronto,43.759135,-79.54177,2025-11-04,0,6 months,0,gift card,owner
7804,Downtown Condo,"Recently renovated, quiet neighborhood.",2400,1,2,house,494 Main St,Toronto,43.743086,-79.387988,2025-08-12,0,month-to-month,1000,wire,agent
7805,Affordable Room,Bright unit close to transit.,3266,2,2,basement,62 Main St,Toronto,43.66554,-79.382645,2025-11-17,0,6 months,0,wire,owner
7806,Beautiful Apartment for Rent,Near subway and shopping.,3096,2,2,basement,456 Main St,Toronto,43.799837,-79.348845,2025-11-21,1,6 months,0,cash,owner
7807,Spacious Basement Unit,Near subway and shopping.,1313,3,3,basement,155 Main St,Toronto,43.653326,-79.277662,2025-12-26,0,month-to-month,1500,cash,agent
7808,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3455,0,2,house,476 Main St,Toronto,43.643114,-79.503591,2025-09-27,0,6 months,1500,cash,agent
7809,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2933,3,3,house,226 Main St,Toronto,43.746949,-79.583929,2025-11-20,1,1 year,1500,wire,agent
7810,Affordable Room,Near subway and shopping.,1585,4,2,basement,285 Main St,Toronto,43.744673,-79.575816,2025-11-21,1,6 months,1500,wire,agent
7811,Affordable Room,"Recently renovated, quiet neighborhood.",2493,4,2,house,105 Main St,Toronto,43.739434,-79.447596,2025-12-13,1,6 months,1500,cash,agent
7812,Spacious Basement Unit,Bright unit close to transit.,3206,1,3,apartment,550 Main St,Toronto,43.711212,-79.480605,2025-08-05,1,1 year,500,wire,agent
7813,Spacious Basement Unit,Bright unit close to transit.,2294,3,1,apartment,923 Main St,Toronto,43.696642,-79.402325,2026-01-08,0,6 months,1500,wire,agent
7814,Affordable Room,Near subway and shopping.,1842,0,3,apartment,366 Main St,Toronto,43.616817,-79.309497,2025-11-20,0,6 months,1000,e-transfer,owner
7815,Beautiful Apartment for Rent,Bright unit close to transit.,2831,1,2,basement,838 Main St,Toronto,43.639993,-79.503591,2025-09-14,1,6 months,1000,gift card,owner
7816,Spacious Basement Unit,Bright unit close to transit.,1251,1,1,apartment,398 Main St,Toronto,43.696971,-79.522094,2025-10-26,0,6 months,0,cash,owner
7817,Affordable Room,"Recently renovated, quiet neighborhood.",3412,0,3,basement,557 Main St,Toronto,43.786863,-79.578372,2025-09-08,1,month-to-month,1000,cash,agent
7818,Affordable Room,Ideal for students and professionals.,2087,0,1,apartment,263 Main St,Toronto,43.77687,-79.541849,2025-08-11,1,1 year,1500,cash,agent
7819,Affordable Room,"Recently renovated, quiet neighborhood.",2228,1,2,basement,781 Main St,Toronto,43.626877,-79.353158,2025-11-13,1,month-to-month,500,cash,owner
7820,Spacious Basement Unit,Near subway and shopping.,2192,0,3,house,531 Main St,Toronto,43.640452,-79.59244,2025-08-05,0,month-to-month,500,wire,agent
7821,Downtown Condo,Near subway and shopping.,1650,1,3,basement,105 Main St,Toronto,43.687865,-79.405692,2025-09-27,1,1 year,1500,gift card,owner
7822,Downtown Condo,Ideal for students and professionals.,1424,2,2,house,772 Main St,Toronto,43.703398,-79.442078,2025-08-18,0,month-to-month,0,gift card,agent
7823,Spacious Basement Unit,Ideal for students and professionals.,1884,4,1,apartment,149 Main St,Toronto,43.755372,-79.204231,2025-10-31,0,1 year,1500,e-transfer,agent
7824,Affordable Room,"Recently renovated, quiet neighborhood.",1881,0,1,apartment,497 Main St,Toronto,43.659616,-79.42018,2026-01-11,1,6 months,1500,e-transfer,agent
7825,Downtown Condo,Bright unit close to transit.,3241,3,1,basement,557 Main St,Toronto,43.779838,-79.27859,2025-10-07,0,month-to-month,1000,gift card,owner
7826,Downtown Condo,Bright unit close to transit.,1152,1,2,house,431 Main St,Toronto,43.774123,-79.551365,2025-09-16,1,1 year,0,gift card,owner
7827,Spacious Basement Unit,Bright unit close to transit.,2891,0,1,apartment,838 Main St,Toronto,43.667898,-79.25751,2025-09-20,1,1 year,1500,e-transfer,owner
7828,Downtown Condo,Near subway and shopping.,1556,4,3,apartment,727 Main St,Toronto,43.635657,-79.242676,2025-11-26,0,month-to-month,0,e-transfer,owner
7829,Affordable Room,"Recently renovated, quiet neighborhood.",2769,4,1,house,92 Main St,Toronto,43.713336,-79.554596,2026-01-23,1,1 year,1500,e-transfer,agent
7830,Spacious Basement Unit,Ideal for students and professionals.,3254,2,2,house,176 Main St,Toronto,43.641533,-79.246401,2025-09-18,0,6 months,1000,cash,agent
7831,Affordable Room,"Recently renovated, quiet neighborhood.",3071,4,2,house,320 Main St,Toronto,43.703495,-79.405912,2025-10-13,0,6 months,1500,e-transfer,agent
7832,Downtown Condo,Ideal for students and professionals.,2728,2,1,apartment,131 Main St,Toronto,43.67008,-79.476683,2025-12-20,1,1 year,500,e-transfer,owner
7833,Affordable Room,Ideal for students and professionals.,2691,3,2,house,400 Main St,Toronto,43.689712,-79.245072,2025-12-25,0,month-to-month,500,gift card,agent
7834,Beautiful Apartment for Rent,Bright unit close to transit.,3340,2,2,apartment,139 Main St,Toronto,43.780095,-79.210748,2025-11-12,0,1 year,1000,wire,agent
7835,Spacious Basement Unit,Bright unit close to transit.,2454,1,2,apartment,763 Main St,Toronto,43.618193,-79.222003,2025-10-31,0,1 year,1000,e-transfer,agent
7836,Beautiful Apartment for Rent,Ideal for students and professionals.,2584,3,1,basement,540 Main St,Toronto,43.624873,-79.422883,2025-08-09,0,1 year,1000,cash,owner
7837,Affordable Room,"Recently renovated, quiet neighborhood.",2705,2,2,house,178 Main St,Toronto,43.758066,-79.308279,2025-09-10,1,1 year,500,cash,owner
7838,Affordable Room,"Recently renovated, quiet neighborhood.",3145,0,2,basement,451 Main St,Toronto,43.785411,-79.261024,2025-09-28,1,1 year,1000,wire,agent
7839,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",1501,4,2,apartment,26 Main St,Toronto,43.750358,-79.451039,2025-12-12,1,1 year,1000,gift card,agent
7840,Affordable Room,Near subway and shopping.,2199,1,2,basement,316 Main St,Toronto,43.738301,-79.490698,2025-08-16,1,1 year,0,e-transfer,owner
7841,Beautiful Apartment for Rent,Near subway and shopping.,2125,3,3,basement,701 Main St,Toronto,43.736791,-79.520352,2025-10-19,1,1 year,0,wire,owner
7842,Affordable Room,Near subway and shopping.,2537,3,2,house,363 Main St,Toronto,43.618173,-79.245028,2025-09-27,1,6 months,1500,e-transfer,owner
7843,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1277,2,3,apartment,324 Main St,Toronto,43.620628,-79.517592,2025-10-08,0,1 year,1500,gift card,agent
7844,Affordable Room,Bright unit close to transit.,1935,4,2,house,183 Main St,Toronto,43.751631,-79.475872,2025-09-13,0,month-to-month,0,cash,agent
7845,Downtown Condo,Near subway and shopping.,3096,3,2,house,525 Main St,Toronto,43.747713,-79.380981,2025-08-19,1,6 months,1500,gift card,agent
7846,Spacious Basement Unit,Near subway and shopping.,1146,1,3,basement,467 Main St,Toronto,43.642472,-79.57448,2025-11-23,1,6 months,1500,cash,agent
7847,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2108,2,1,apartment,317 Main St,Toronto,43.662227,-79.306792,2025-09-12,0,1 year,1000,gift card,agent
7848,Beautiful Apartment for Rent,Near subway and shopping.,3338,1,3,basement,99 Main St,Toronto,43.628361,-79.594762,2025-10-27,0,6 months,1000,wire,agent
7849,Downtown Condo,"Recently renovated, quiet neighborhood.",2506,4,2,house,352 Main St,Toronto,43.741771,-79.490291,2025-08-29,0,6 months,0,e-transfer,agent
7850,Affordable Room,"Recently renovated, quiet neighborhood.",2720,0,1,house,699 Main St,Toronto,43.709951,-79.425661,2025-09-30,1,6 months,500,gift card,owner
