id,label,message
4969,scam,No credit check. Just send deposit and move in.
4970,scam,Owner is traveling. Keys will be mailed after deposit.
4971,scam,I am currently out of the country. You can reserve the unit by e-transfer.
4972,scam,Many people interested. First person to send deposit gets it.
4973,scam,Please reply with your email so I can send payment instructions.
4974,scam,Please reply with your email so I can send payment instructions.
4975,scam,Many people interested. First person to send deposit gets it.
4976,scam,Owner is traveling. Keys will be mailed after deposit.
4977,scam,Many people interested. First person to send deposit gets it.
4978,scam,Please reply with your email so I can send payment instructions.
4979,scam,Owner is traveling. Keys will be mailed after deposit.
4980,scam,Unit is available immediately. Deposit required before viewing.
4981,scam,No credit check. Just send deposit and move in.
4982,scam,No credit check. Just send deposit and move in.
4983,scam,Unit is available immediately. Deposit required before viewing.
4984,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
4985,scam,No viewing needed. First month and deposit required now.
4986,scam,No viewing needed. First month and deposit required now.
4987,scam,No credit check. Just send deposit and move in.
4988,scam,Kindly provide your full name and send payment today.
4989,scam,Owner is traveling. Keys will be mailed after deposit.
4990,scam,I am currently out of the country. You can reserve the unit by e-transfer.
4991,scam,Owner is traveling. Keys will be mailed after deposit.
4992,scam,No credit check. Just send deposit and move in.
4993,scam,I am currently out of the country. You can reserve the unit by e-transfer.
4994,scam,I am currently out of the country. You can reserve the unit by e-transfer.
4995,scam,Many people interested. First person to send deposit gets it.
4996,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
4997,scam,Many people interested. First person to send deposit gets it.
4998,scam,Great price for downtown Toronto condo. Send payment to hold.
4999,scam,Unit is available immediately. Deposit required before viewing.
5000,scam,Unit is available immediately. Deposit required before viewing.
5001,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5002,scam,Kindly provide your full name and send payment today.
5003,scam,Please reply with your email so I can send payment instructions.
5004,scam,No credit check. Just send deposit and move in.
5005,scam,No credit check. Just send deposit and move in.
5006,scam,Please reply with your email so I can send payment instructions.
5007,scam,Great price for downtown Toronto condo. Send payment to hold.
5008,scam,No viewing needed. First month and deposit required now.
5009,scam,Many people interested. First person to send deposit gets it.
5010,scam,Kindly provide your full name and send payment today.
5011,scam,Unit is available immediately. Deposit required before viewing.
5012,scam,No viewing needed. First month and deposit required now.
5013,scam,Many people interested. First person to send deposit gets it.
5014,scam,No viewing needed. First month and deposit required now.
5015,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5016,scam,Please reply with your email so I can send payment instructions.
5017,scam,Owner is traveling. Keys will be mailed after deposit.
5018,scam,Unit is available immediately. Deposit required before viewing.
5019,scam,Unit is available immediately. Deposit required before viewing.
5020,scam,No viewing needed. First month and deposit required now.
5021,scam,No credit check. Just send deposit and move in.
5022,scam,No viewing needed. First month and deposit required now.
5023,scam,Great price for downtown Toronto condo. Send payment to hold.
5024,scam,Many people interested. First person to send deposit gets it.
5025,scam,Many people interested. First person to send deposit gets it.
5026,scam,Great price for downtown Toronto condo. Send payment to hold.
5027,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5028,scam,Owner is traveling. Keys will be mailed after deposit.
5029,scam,Unit is available immediately. Deposit required before viewing.
5030,scam,Kindly provide your full name and send payment today.
5031,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5032,scam,Kindly provide your full name and send payment today.
5033,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5034,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5035,scam,Owner is traveling. Keys will be mailed after deposit.
5036,scam,Please reply with your email so I can send payment instructions.
5037,scam,Many people interested. First person to send deposit gets it.
5038,scam,Unit is available immediately. Deposit required before viewing.
5039,scam,Unit is available immediately. Deposit required before viewing.
5040,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5041,scam,Unit is available immediately. Deposit required before viewing.
5042,scam,Great price for downtown Toronto condo. Send payment to hold.
5043,scam,Many people interested. First person to send deposit gets it.
5044,scam,No credit check. Just send deposit and move in.
5045,scam,Please reply with your email so I can send payment instructions.
5046,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5047,scam,Owner is traveling. Keys will be mailed after deposit.
5048,scam,Owner is traveling. Keys will be mailed after deposit.
5049,scam,Great price for downtown Toronto condo. Send payment to hold.
5050,scam,Unit is available immediately. Deposit required before viewing.
5051,scam,Many people interested. First person to send deposit gets it.
5052,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5053,scam,Please reply with your email so I can send payment instructions.
5054,scam,Unit is available immediately. Deposit required before viewing.
5055,scam,No viewing needed. First month and deposit required now.
5056,scam,Many people interested. First person to send deposit gets it.
5057,scam,Please reply with your email so I can send payment instructions.
5058,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5059,scam,Please reply with your email so I can send payment instructions.
5060,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5061,scam,Unit is available immediately. Deposit required before viewing.
5062,scam,No credit check. Just send deposit and move in.
5063,scam,Many people interested. First person to send deposit gets it.
5064,scam,Unit is available immediately. Deposit required before viewing.
5065,scam,Kindly provide your full name and send payment today.
5066,scam,Kindly provide your full name and send payment today.
5067,scam,Please reply with your email so I can send payment instructions.
5068,scam,Many people interested. First person to send deposit gets it.
5069,scam,Owner is traveling. Keys will be mailed after deposit.
5070,scam,Many people interested. First person to send deposit gets it.
5071,scam,No credit check. Just send deposit and move in.
5072,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5073,scam,No credit check. Just send deposit and move in.
5074,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5075,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5076,scam,Please reply with your email so I can send payment instructions.
5077,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5078,scam,Owner is traveling. Keys will be mailed after deposit.
5079,scam,No credit check. Just send deposit and move in.
5080,scam,Kindly provide your full name and send payment today.
5081,scam,Great price for downtown Toronto condo. Send payment to hold.
5082,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5083,scam,Please reply with your email so I can send payment instructions.
5084,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5085,scam,Please reply with your email so I can send payment instructions.
5086,scam,Many people interested. First person to send deposit gets it.
5087,scam,Many people interested. First person to send deposit gets it.
5088,scam,Kindly provide your full name and send payment today.
5089,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5090,scam,No viewing needed. First month and deposit required now.
5091,scam,Please reply with your email so I can send payment instructions.
5092,scam,Unit is available immediately. Deposit required before viewing.
5093,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5094,scam,Kindly provide your full name and send payment today.
5095,scam,Great price for downtown Toronto condo. Send payment to hold.
5096,scam,No credit check. Just send deposit and move in.
5097,scam,Please reply with your email so I can send payment instructions.
5098,scam,No viewing needed. First month and deposit required now.
5099,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5100,scam,Kindly provide your full name and send payment today.
5101,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5102,scam,Please reply with your email so I can send payment instructions.
5103,scam,Kindly provide your full name and send payment today.
5104,scam,No credit check. Just send deposit and move in.
5105,scam,Please reply with your email so I can send payment instructions.
5106,scam,No credit check. Just send deposit and move in.
5107,scam,No viewing needed. First month and deposit required now.
5108,scam,Many people interested. First person to send deposit gets it.
5109,scam,Kindly provide your full name and send payment today.
5110,scam,No credit check. Just send deposit and move in.
5111,scam,Unit is available immediately. Deposit required before viewing.
5112,scam,Many people interested. First person to send deposit gets it.
5113,scam,Kindly provide your full name and send payment today.
5114,scam,Many people interested. First person to send deposit gets it.
5115,scam,Please reply with your email so I can send payment instructions.
5116,scam,Owner is traveling. Keys will be mailed after deposit.
5117,scam,No credit check. Just send deposit and move in.
5118,scam,Owner is traveling. Keys will be mailed after deposit.
5119,scam,Owner is traveling. Keys will be mailed after deposit.
5120,scam,Kindly provide your full name and send payment today.
5121,scam,Owner is traveling. Keys will be mailed after deposit.
5122,scam,Great price for downtown Toronto condo. Send payment to hold.
5123,scam,Owner is traveling. Keys will be mailed after deposit.
5124,scam,No viewing needed. First month and deposit required now.
5125,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5126,scam,Kindly provide your full name and send payment today.
5127,scam,Unit is available immediately. Deposit required before viewing.
5128,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5129,scam,Unit is available immediately. Deposit required before viewing.
5130,scam,Owner is traveling. Keys will be mailed after deposit.
5131,scam,No credit check. Just send deposit and move in.
5132,scam,Kindly provide your full name and send payment today.
5133,scam,Many people interested. First person to send deposit gets it.
5134,scam,Unit is available immediately. Deposit required before viewing.
5135,scam,Many people interested. First person to send deposit gets it.
5136,scam,Please reply with your email so I can send payment instructions.
5137,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5138,scam,Kindly provide your full name and send payment today.
5139,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5140,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5141,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5142,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5143,scam,No viewing needed. First month and deposit required now.
5144,scam,No viewing needed. First month and deposit required now.
5145,scam,Owner is traveling. Keys will be mailed after deposit.
5146,scam,Great price for downtown Toronto condo. Send payment to hold.
5147,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5148,scam,No credit check. Just send deposit and move in.
5149,scam,Unit is available immediately. Deposit required before viewing.
5150,scam,Kindly provide your full name and send payment today.
5151,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5152,scam,Owner is traveling. Keys will be mailed after deposit.
5153,scam,Great price for downtown Toronto condo. Send payment to hold.
5154,scam,Many people interested. First person to send deposit gets it.
5155,scam,Owner is traveling. Keys will be mailed after deposit.
5156,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5157,scam,Kindly provide your full name and send payment today.
5158,scam,Kindly provide your full name and send payment today.
5159,scam,Unit is available immediately. Deposit required before viewing.
5160,scam,Owner is traveling. Keys will be mailed after deposit.
5161,scam,Owner is traveling. Keys will be mailed after deposit.
5162,scam,No viewing needed. First month and deposit required now.
5163,scam,Please reply with your email so I can send payment instructions.
5164,scam,No credit check. Just send deposit and move in.
5165,scam,Owner is traveling. Keys will be mailed after deposit.
5166,scam,No credit check. Just send deposit and move in.
5167,scam,Great price for downtown Toronto condo. Send payment to hold.
5168,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5169,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5170,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5171,scam,Great price for downtown Toronto condo. Send payment to hold.
5172,scam,Owner is traveling. Keys will be mailed after deposit.
5173,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5174,scam,Owner is traveling. Keys will be mailed after deposit.
5175,scam,Great price for downtown Toronto condo. Send payment to hold.
5176,scam,Owner is traveling. Keys will be mailed after deposit.
5177,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5178,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5179,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5180,scam,Great price for downtown Toronto condo. Send payment to hold.
5181,scam,Great price for downtown Toronto condo. Send payment to hold.
5182,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5183,scam,No viewing needed. First month and deposit required now.
5184,scam,Owner is traveling. Keys will be mailed after deposit.
5185,scam,No credit check. Just send deposit and move in.
5186,scam,Great price for downtown Toronto condo. Send payment to hold.
5187,scam,Many people interested. First person to send deposit gets it.
5188,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5189,scam,Please reply with your email so I can send payment instructions.
5190,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5191,scam,Unit is available immediately. Deposit required before viewing.
5192,scam,Kindly provide your full name and send payment today.
5193,scam,Unit is available immediately. Deposit required before viewing.
5194,scam,Many people interested. First person to send deposit gets it.
5195,scam,Kindly provide your full name and send payment today.
5196,scam,Great price for downtown Toronto condo. Send payment to hold.
5197,scam,Please reply with your email so I can send payment instructions.
5198,scam,Owner is traveling. Keys will be mailed after deposit.
5199,scam,Owner is traveling. Keys will be mailed after deposit.
5200,scam,Owner is traveling. Keys will be mailed after deposit.
5201,scam,Unit is available immediately. Deposit required before viewing.
5202,scam,Owner is traveling. Keys will be mailed after deposit.
5203,scam,No viewing needed. First month and deposit required now.
5204,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5205,scam,No credit check. Just send deposit and move in.
5206,scam,Kindly provide your full name and send payment today.
5207,scam,Owner is traveling. Keys will be mailed after deposit.
5208,scam,Unit is available immediately. Deposit required before viewing.
5209,scam,Kindly provide your full name and send payment today.
5210,scam,Many people interested. First person to send deposit gets it.
5211,scam,Unit is available immediately. Deposit required before viewing.
5212,scam,Unit is available immediately. Deposit required before viewing.
5213,scam,No credit check. Just send deposit and move in.
5214,scam,No credit check. Just send deposit and move in.
5215,scam,Kindly provide your full name and send payment today.
5216,scam,Kindly provide your full name and send payment today.
5217,scam,No viewing needed. First month and deposit required now.
5218,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5219,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5220,scam,No credit check. Just send deposit and move in.
5221,scam,No viewing needed. First month and deposit required now.
5222,scam,No credit check. Just send deposit and move in.
5223,scam,Unit is available immediately. Deposit required before viewing.
5224,scam,No viewing needed. First month and deposit required now.
5225,scam,Unit is available immediately. Deposit required before viewing.
5226,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5227,scam,No credit check. Just send deposit and move in.
5228,scam,Kindly provide your full name and send payment today.
5229,scam,Owner is traveling. Keys will be mailed after deposit.
5230,scam,No credit check. Just send deposit and move in.
5231,scam,Please reply with your email so I can send payment instructions.
5232,scam,No credit check. Just send deposit and move in.
5233,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5234,scam,Many people interested. First person to send deposit gets it.
5235,scam,Many people interested. First person to send deposit gets it.
5236,scam,Unit is available immediately. Deposit required before viewing.
5237,scam,No viewing needed. First month and deposit required now.
5238,scam,Great price for downtown Toronto condo. Send payment to hold.
5239,scam,Kindly provide your full name and send payment today.
5240,scam,Owner is traveling. Keys will be mailed after deposit.
5241,scam,Please reply with your email so I can send payment instructions.
5242,scam,No viewing needed. First month and deposit required now.
5243,scam,Please reply with your email so I can send payment instructions.
5244,scam,Many people interested. First person to send deposit gets it.
5245,scam,No viewing needed. First month and deposit required now.
5246,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5247,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5248,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5249,scam,Kindly provide your full name and send payment today.
5250,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5251,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5252,scam,Kindly provide your full name and send payment today.
5253,scam,Please reply with your email so I can send payment instructions.
5254,scam,No credit check. Just send deposit and move in.
5255,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5256,scam,No credit check. Just send deposit and move in.
5257,scam,No viewing needed. First month and deposit required now.
5258,scam,Owner is traveling. Keys will be mailed after deposit.
5259,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5260,scam,No viewing needed. First month and deposit required now.
5261,scam,No credit check. Just send deposit and move in.
5262,scam,No credit check. Just send deposit and move in.
5263,scam,No credit check. Just send deposit and move in.
5264,scam,Many people interested. First person to send deposit gets it.
5265,scam,No viewing needed. First month and deposit required now.
5266,scam,No credit check. Just send deposit and move in.
5267,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5268,scam,No viewing needed. First month and deposit required now.
5269,scam,Owner is traveling. Keys will be mailed after deposit.
5270,scam,Owner is traveling. Keys will be mailed after deposit.
5271,scam,Unit is available immediately. Deposit required before viewing.
5272,scam,Please reply with your email so I can send payment instructions.
5273,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5274,scam,Many people interested. First person to send deposit gets it.
5275,scam,Owner is traveling. Keys will be mailed after deposit.
5276,scam,Great price for downtown Toronto condo. Send payment to hold.
5277,scam,No credit check. Just send deposit and move in.
5278,scam,No credit check. Just send deposit and move in.
5279,scam,Owner is traveling. Keys will be mailed after deposit.
5280,scam,Unit is available immediately. Deposit required before viewing.
5281,scam,No credit check. Just send deposit and move in.
5282,scam,No credit check. Just send deposit and move in.
5283,scam,Owner is traveling. Keys will be mailed after deposit.
5284,scam,No credit check. Just send deposit and move in.
5285,scam,No credit check. Just send deposit and move in.
5286,scam,Unit is available immediately. Deposit required before viewing.
5287,scam,No viewing needed. First month and deposit required now.
5288,scam,Owner is traveling. Keys will be mailed after deposit.
5289,scam,Great price for downtown Toronto condo. Send payment to hold.
5290,scam,Great price for downtown Toronto condo. Send payment to hold.
5291,scam,Great price for downtown Toronto condo. Send payment to hold.
5292,scam,Kindly provide your full name and send payment today.
5293,scam,Owner is traveling. Keys will be mailed after deposit.
5294,scam,Kindly provide your full name and send payment today.
5295,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5296,scam,No credit check. Just send deposit and move in.
5297,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5298,scam,Many people interested. First person to send deposit gets it.
5299,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5300,scam,No credit check. Just send deposit and move in.
5301,scam,Kindly provide your full name and send payment today.
5302,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5303,scam,Kindly provide your full name and send payment today.
5304,scam,Owner is traveling. Keys will be mailed after deposit.
5305,scam,Please reply with your email so I can send payment instructions.
5306,scam,Owner is traveling. Keys will be mailed after deposit.
5307,scam,No viewing needed. First month and deposit required now.
5308,scam,No credit check. Just send deposit and move in.
5309,scam,Kindly provide your full name and send payment today.
5310,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5311,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5312,scam,Many people interested. First person to send deposit gets it.
5313,scam,No viewing needed. First month and deposit required now.
5314,scam,No credit check. Just send deposit and move in.
5315,scam,Unit is available immediately. Deposit required before viewing.
5316,scam,Great price for downtown Toronto condo. Send payment to hold.
5317,scam,Many people interested. First person to send deposit gets it.
5318,scam,Kindly provide your full name and send payment today.
5319,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5320,scam,Owner is traveling. Keys will be mailed after deposit.
5321,scam,Many people interested. First person to send deposit gets it.
5322,scam,Great price for downtown Toronto condo. Send payment to hold.
5323,scam,Kindly provide your full name and send payment today.
5324,scam,Unit is available immediately. Deposit required before viewing.
5325,scam,No credit check. Just send deposit and move in.
5326,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5327,scam,Kindly provide your full name and send payment today.
5328,scam,Great price for downtown Toronto condo. Send payment to hold.
5329,scam,Unit is available immediately. Deposit required before viewing.
5330,scam,Kindly provide your full name and send payment today.
5331,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5332,scam,Kindly provide your full name and send payment today.
5333,scam,Unit is available immediately. Deposit required before viewing.
5334,scam,Please reply with your email so I can send payment instructions.
5335,scam,Owner is traveling. Keys will be mailed after deposit.
5336,scam,Owner is traveling. Keys will be mailed after deposit.
5337,scam,No viewing needed. First month and deposit required now.
5338,scam,Kindly provide your full name and send payment today.
5339,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5340,scam,Owner is traveling. Keys will be mailed after deposit.
5341,scam,Many people interested. First person to send deposit gets it.
5342,scam,Please reply with your email so I can send payment instructions.
5343,scam,Unit is available immediately. Deposit required before viewing.
5344,scam,Please reply with your email so I can send payment instructions.
5345,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5346,scam,Unit is available immediately. Deposit required before viewing.
5347,scam,Many people interested. First person to send deposit gets it.
5348,scam,Owner is traveling. Keys will be mailed after deposit.
5349,scam,Many people interested. First person to send deposit gets it.
5350,scam,Many people interested. First person to send deposit gets it.
5351,scam,Great price for downtown Toronto condo. Send payment to hold.
5352,scam,Great price for downtown Toronto condo. Send payment to hold.
5353,scam,Unit is available immediately. Deposit required before viewing.
5354,scam,Great price for downtown Toronto condo. Send payment to hold.
5355,scam,Kindly provide your full name and send payment today.
5356,scam,Kindly provide your full name and send payment today.
5357,scam,Please reply with your email so I can send payment instructions.
5358,scam,No credit check. Just send deposit and move in.
5359,scam,No credit check. Just send deposit and move in.
5360,scam,Kindly provide your full name and send payment today.
5361,scam,Please reply with your email so I can send payment instructions.
5362,scam,No credit check. Just send deposit and move in.
5363,scam,No credit check. Just send deposit and move in.
5364,scam,No viewing needed. First month and deposit required now.
5365,scam,Unit is available immediately. Deposit required before viewing.
5366,scam,Many people interested. First person to send deposit gets it.
5367,scam,Please reply with your email so I can send payment instructions.
5368,scam,Unit is available immediately. Deposit required before viewing.
5369,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5370,scam,Please reply with your email so I can send payment instructions.
5371,scam,Owner is traveling. Keys will be mailed after deposit.
5372,scam,No viewing needed. First month and deposit required now.
5373,scam,No viewing needed. First month and deposit required now.
5374,scam,Great price for downtown Toronto condo. Send payment to hold.
5375,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5376,scam,Great price for downtown Toronto condo. Send payment to hold.
5377,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5378,scam,No viewing needed. First month and deposit required now.
5379,scam,Great price for downtown Toronto condo. Send payment to hold.
5380,scam,No viewing needed. First month and deposit required now.
5381,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5382,scam,Owner is traveling. Keys will be mailed after deposit.
5383,scam,Please reply with your email so I can send payment instructions.
5384,scam,Unit is available immediately. Deposit required before viewing.
5385,scam,Unit is available immediately. Deposit required before viewing.
5386,scam,Kindly provide your full name and send payment today.
5387,scam,Unit is available immediately. Deposit required before viewing.
5388,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5389,scam,Many people interested. First person to send deposit gets it.
5390,scam,Kindly provide your full name and send payment today.
5391,scam,No viewing needed. First month and deposit required now.
5392,scam,Please reply with your email so I can send payment instructions.
5393,scam,Unit is available immediately. Deposit required before viewing.
5394,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5395,scam,No credit check. Just send deposit and move in.
5396,scam,Owner is traveling. Keys will be mailed after deposit.
5397,scam,Many people interested. First person to send deposit gets it.
5398,scam,Please reply with your email so I can send payment instructions.
5399,scam,Please reply with your email so I can send payment instructions.
5400,scam,Please reply with your email so I can send payment instructions.
5401,scam,No credit check. Just send deposit and move in.
5402,scam,No credit check. Just send deposit and move in.
5403,scam,Many people interested. First person to send deposit gets it.
5404,scam,Kindly provide your full name and send payment today.
5405,scam,Kindly provide your full name and send payment today.
5406,scam,No credit check. Just send deposit and move in.
5407,scam,Many people interested. First person to send deposit gets it.
5408,scam,Unit is available immediately. Deposit required before viewing.
5409,scam,Please reply with your email so I can send payment instructions.
5410,scam,Please reply with your email so I can send payment instructions.
5411,scam,Many people interested. First person to send deposit gets it.
5412,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5413,scam,No viewing needed. First month and deposit required now.
5414,scam,Many people interested. First person to send deposit gets it.
5415,scam,Owner is traveling. Keys will be mailed after deposit.
5416,scam,Please reply with your email so I can send payment instructions.
5417,scam,Great price for downtown Toronto condo. Send payment to hold.
5418,scam,Kindly provide your full name and send payment today.
5419,scam,No viewing needed. First month and deposit required now.
5420,scam,No credit check. Just send deposit and move in.
5421,scam,Please reply with your email so I can send payment instructions.
5422,scam,Unit is available immediately. Deposit required before viewing.
5423,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5424,scam,No credit check. Just send deposit and move in.
5425,scam,No viewing needed. First month and deposit required now.
5426,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5427,scam,Kindly provide your full name and send payment today.
5428,scam,Owner is traveling. Keys will be mailed after deposit.
5429,scam,No credit check. Just send deposit and move in.
5430,scam,No viewing needed. First month and deposit required now.
5431,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5432,scam,No credit check. Just send deposit and move in.
5433,scam,Owner is traveling. Keys will be mailed after deposit.
5434,scam,Unit is available immediately. Deposit required before viewing.
5435,scam,Many people interested. First person to send deposit gets it.
5436,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5437,scam,Great price for downtown Toronto condo. Send payment to hold.
5438,scam,No credit check. Just send deposit and move in.
5439,scam,Unit is available immediately. Deposit required before viewing.
5440,scam,No credit check. Just send deposit and move in.
5441,scam,Great price for downtown Toronto condo. Send payment to hold.
5442,scam,No viewing needed. First month and deposit required now.
5443,scam,Owner is traveling. Keys will be mailed after deposit.
5444,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5445,scam,Great price for downtown Toronto condo. Send payment to hold.
5446,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5447,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5448,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5449,scam,No credit check. Just send deposit and move in.
5450,scam,No credit check. Just send deposit and move in.
5451,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5452,scam,Owner is traveling. Keys will be mailed after deposit.
5453,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5454,scam,Unit is available immediately. Deposit required before viewing.
5455,scam,Many people interested. First person to send deposit gets it.
5456,scam,No viewing needed. First month and deposit required now.
5457,scam,Great price for downtown Toronto condo. Send payment to hold.
5458,scam,No credit check. Just send deposit and move in.
5459,scam,Many people interested. First person to send deposit gets it.
5460,scam,Owner is traveling. Keys will be mailed after deposit.
5461,scam,Unit is available immediately. Deposit required before viewing.
5462,scam,Unit is available immediately. Deposit required before viewing.
5463,scam,Owner is traveling. Keys will be mailed after deposit.
5464,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5465,scam,Kindly provide your full name and send payment today.
5466,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5467,scam,Owner is traveling. Keys will be mailed after deposit.
5468,scam,Please reply with your email so I can send payment instructions.
5469,scam,Great price for downtown Toronto condo. Send payment to hold.
5470,scam,Many people interested. First person to send deposit gets it.
5471,scam,No credit check. Just send deposit and move in.
5472,scam,Kindly provide your full name and send payment today.
5473,scam,Unit is available immediately. Deposit required before viewing.
5474,scam,No credit check. Just send deposit and move in.
5475,scam,Great price for downtown Toronto condo. Send payment to hold.
5476,scam,No viewing needed. First month and deposit required now.
5477,scam,Unit is available immediately. Deposit required before viewing.
5478,scam,No credit check. Just send deposit and move in.
5479,scam,Many people interested. First person to send deposit gets it.
5480,scam,Unit is available immediately. Deposit required before viewing.
5481,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5482,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5483,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5484,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5485,scam,Kindly provide your full name and send payment today.
5486,scam,Great price for downtown Toronto condo. Send payment to hold.
5487,scam,Owner is traveling. Keys will be mailed after deposit.
5488,scam,Great price for downtown Toronto condo. Send payment to hold.
5489,scam,Kindly provide your full name and send payment today.
5490,scam,No viewing needed. First month and deposit required now.
5491,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5492,scam,Kindly provide your full name and send payment today.
5493,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5494,scam,No viewing needed. First month and deposit required now.
5495,scam,Please reply with your email so I can send payment instructions.
5496,scam,Unit is available immediately. Deposit required before viewing.
5497,scam,Please reply with your email so I can send payment instructions.
5498,scam,Great price for downtown Toronto condo. Send payment to hold.
5499,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5500,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
5501,scam,No credit check. Just send deposit and move in.
5502,scam,No viewing needed. First month and deposit required now.
5503,scam,I am currently out of the country. You can reserve the unit by e-transfer.
5504,scam,Kindly provide your full name and send payment today.
5505,scam,Owner is traveling. Keys will be mailed after deposit.
5506,scam,Kindly provide your full name and send payment today.
