id,label,scam_type,message
4754,scam,personal_info_harvest,Submit personal info now.
4755,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
4756,scam,unrealistic_price,Very low price if you act today.
4757,scam,wire_transfer,Send money by MoneyGram.
4758,scam,broken_english,You send money and get key later.
4759,scam,wire_transfer,Crypto payment accepted.
4760,scam,broken_english,I owner of apartment and want rent fast.
4761,scam,unrealistic_price,Below market price for fast deal.
4762,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
4763,scam,broken_english,You send money and get key later.
4764,scam,unrealistic_price,Cheap rent because I want quick tenant.
4765,scam,wire_transfer,Crypto payment accepted.
4766,scam,broken_english,I owner of apartment and want rent fast.
4767,scam,wire_transfer,Pay by Western Union.
4768,scam,unrealistic_price,Very low price if you act today.
4769,scam,unrealistic_price,Below market price for fast deal.
4770,scam,urgency_pressure,Only serious renters reply.
4771,scam,unrealistic_price,Luxury condo downtown for $700/month.
4772,scam,urgency_pressure,Only serious renters reply.
4773,scam,unrealistic_price,Very low price if you act today.
4774,scam,personal_info_harvest,Need your full details before viewing.
4775,scam,gift_card_payment,Payment via gift cards only.
4776,scam,wire_transfer,Wire transfer preferred.
4777,scam,urgency_pressure,Only serious renters reply.
4778,scam,wire_transfer,Pay by Western Union.
4779,scam,urgency_pressure,"Many people interested, act fast."
4780,scam,urgency_pressure,"Many people interested, act fast."
4781,scam,wire_transfer,Send money by MoneyGram.
4782,scam,no_viewing,"Viewing is not necessary, unit is ready."
4783,scam,wire_transfer,International transfer accepted.
4784,scam,gift_card_payment,Amazon gift card accepted.
4785,scam,wire_transfer,Wire transfer preferred.
4786,scam,wire_transfer,International transfer accepted.
4787,scam,wire_transfer,Pay by Western Union.
4788,scam,deposit_request,Pay holding fee immediately.
4789,scam,urgency_pressure,This will be gone today.
4790,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4791,scam,wire_transfer,International transfer accepted.
4792,scam,no_viewing,"Viewing is not necessary, unit is ready."
4793,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
4794,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4795,scam,gift_card_payment,Amazon gift card accepted.
4796,scam,fake_company,Third-party escrow company involved.
4797,scam,broken_english,I owner of apartment and want rent fast.
4798,scam,unrealistic_price,Very low price if you act today.
4799,scam,no_viewing,"No need to see the place, pictures are enough."
4800,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4801,scam,no_viewing,"Trust the photos, no tour required."
4802,scam,personal_info_harvest,Need your full details before viewing.
4803,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4804,scam,wire_transfer,Pay by Western Union.
4805,scam,urgency_pressure,First come first serve.
4806,scam,deposit_request,Please send the deposit today to secure the apartment.
4807,scam,urgency_pressure,"Many people interested, act fast."
4808,scam,gift_card_payment,Payment via gift cards only.
4809,scam,gift_card_payment,Send prepaid card numbers.
4810,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
4811,scam,urgency_pressure,Only serious renters reply.
4812,scam,fake_company,Corporate leasing office.
4813,scam,no_viewing,You can move in without visiting.
4814,scam,no_viewing,"No need to see the place, pictures are enough."
4815,scam,urgency_pressure,First come first serve.
4816,scam,fake_company,We represent the landlord.
4817,scam,deposit_request,Pay holding fee immediately.
4818,scam,deposit_request,Unit will be held only after deposit is received.
4819,scam,deposit_request,Pay holding fee immediately.
4820,scam,deposit_request,Unit will be held only after deposit is received.
4821,scam,unrealistic_price,Very low price if you act today.
4822,scam,personal_info_harvest,Provide passport and banking info.
4823,scam,gift_card_payment,Payment via gift cards only.
4824,scam,fake_company,Our company handles everything remotely.
4825,scam,broken_english,You send money and get key later.
4826,scam,urgency_pressure,"Many people interested, act fast."
4827,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
4828,scam,wire_transfer,Wire transfer preferred.
4829,scam,unrealistic_price,Very low price if you act today.
4830,scam,deposit_request,Pay holding fee immediately.
4831,scam,wire_transfer,Crypto payment accepted.
4832,scam,urgency_pressure,Last chance to secure.
4833,scam,gift_card_payment,Payment via gift cards only.
4834,scam,deposit_request,Send first and last month now to lock it.
4835,scam,gift_card_payment,Payment via gift cards only.
4836,scam,broken_english,Good chance for you.
4837,scam,urgency_pressure,Last chance to secure.
4838,scam,urgency_pressure,This will be gone today.
4839,scam,deposit_request,Unit will be held only after deposit is received.
4840,scam,fake_company,We represent the landlord.
4841,scam,gift_card_payment,Steam gift card for deposit.
4842,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
4843,scam,wire_transfer,Pay by Western Union.
4844,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
4845,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
4846,scam,personal_info_harvest,Send photo of your driver license.
4847,scam,wire_transfer,Send money by MoneyGram.
4848,scam,unrealistic_price,Below market price for fast deal.
4849,scam,fake_company,We represent the landlord.
4850,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
4851,scam,wire_transfer,International transfer accepted.
4852,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4853,scam,fake_company,Our company handles everything remotely.
4854,scam,fake_company,We are certified rental agents.
4855,scam,wire_transfer,Send money by MoneyGram.
4856,scam,no_viewing,"Trust the photos, no tour required."
4857,scam,out_of_country_landlord,I moved overseas but the apartment is available.
4858,scam,wire_transfer,Crypto payment accepted.
4859,scam,broken_english,Apartment very good and cheap.
4860,scam,wire_transfer,International transfer accepted.
4861,scam,urgency_pressure,"Many people interested, act fast."
4862,scam,no_viewing,"Viewing is not necessary, unit is ready."
4863,scam,urgency_pressure,First come first serve.
4864,scam,fake_company,We represent the landlord.
4865,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
4866,scam,gift_card_payment,Amazon gift card accepted.
4867,scam,unrealistic_price,Luxury condo downtown for $700/month.
4868,scam,urgency_pressure,"Many people interested, act fast."
4869,scam,no_viewing,You can move in without visiting.
4870,scam,deposit_request,Deposit required before any viewing.
4871,scam,deposit_request,Pay holding fee immediately.
4872,scam,no_viewing,"Trust the photos, no tour required."
4873,scam,gift_card_payment,Payment via gift cards only.
4874,scam,personal_info_harvest,Submit personal info now.
4875,scam,unrealistic_price,Below market price for fast deal.
4876,scam,fake_company,We are certified rental agents.
4877,scam,urgency_pressure,This will be gone today.
4878,scam,gift_card_payment,Amazon gift card accepted.
4879,scam,broken_english,You send money and get key later.
4880,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
4881,scam,wire_transfer,Pay by Western Union.
4882,scam,broken_english,I owner of apartment and want rent fast.
4883,scam,fake_company,Our company handles everything remotely.
4884,scam,broken_english,Good chance for you.
4885,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
4886,scam,no_viewing,"Trust the photos, no tour required."
4887,scam,personal_info_harvest,Submit personal info now.
4888,scam,deposit_request,Please send the deposit today to secure the apartment.
4889,scam,gift_card_payment,Payment via gift cards only.
4890,scam,wire_transfer,Send money by MoneyGram.
4891,scam,wire_transfer,International transfer accepted.
4892,scam,unrealistic_price,Luxury condo downtown for $700/month.
4893,scam,personal_info_harvest,Submit personal info now.
4894,scam,deposit_request,Unit will be held only after deposit is received.
4895,scam,broken_english,I owner of apartment and want rent fast.
4896,scam,wire_transfer,International transfer accepted.
4897,scam,no_viewing,You can move in without visiting.
4898,scam,wire_transfer,International transfer accepted.
4899,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
4900,scam,urgency_pressure,"Many people interested, act fast."
4901,scam,fake_company,Our company handles everything remotely.
4902,scam,broken_english,You trust me.
4903,scam,personal_info_harvest,Provide passport and banking info.
4904,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4905,scam,urgency_pressure,First come first serve.
4906,scam,personal_info_harvest,Need your full details before viewing.
4907,scam,no_viewing,Viewing is not possible at this time.
4908,scam,urgency_pressure,First come first serve.
4909,scam,wire_transfer,Send money by MoneyGram.
4910,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
4911,scam,fake_company,Third-party escrow company involved.
4912,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
4913,scam,broken_english,You trust me.
4914,scam,deposit_request,Pay holding fee immediately.
4915,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4916,scam,fake_company,We represent the landlord.
4917,scam,urgency_pressure,Only serious renters reply.
4918,scam,urgency_pressure,This will be gone today.
4919,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4920,scam,wire_transfer,Pay by Western Union.
4921,scam,broken_english,I owner of apartment and want rent fast.
4922,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
4923,scam,broken_english,Good chance for you.
4924,scam,gift_card_payment,Steam gift card for deposit.
4925,scam,no_viewing,"Viewing is not necessary, unit is ready."
4926,scam,gift_card_payment,Send prepaid card numbers.
4927,scam,fake_company,Corporate leasing office.
4928,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
4929,scam,fake_company,Corporate leasing office.
4930,scam,deposit_request,Pay holding fee immediately.
4931,scam,no_viewing,You can move in without visiting.
4932,scam,fake_company,We are certified rental agents.
4933,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
4934,scam,out_of_country_landlord,I moved overseas but the apartment is available.
4935,scam,deposit_request,Please send the deposit today to secure the apartment.
4936,scam,urgency_pressure,"Many people interested, act fast."
4937,scam,fake_company,Corporate leasing office.
4938,scam,no_viewing,Viewing is not possible at this time.
4939,scam,unrealistic_price,Cheap rent because I want quick tenant.
4940,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4941,scam,deposit_request,Send first and last month now to lock it.
4942,scam,deposit_request,Unit will be held only after deposit is received.
4943,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
4944,scam,broken_english,Apartment very good and cheap.
4945,scam,urgency_pressure,"Many people interested, act fast."
4946,scam,gift_card_payment,Steam gift card for deposit.
4947,scam,out_of_country_landlord,I moved overseas but the apartment is available.
4948,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
4949,scam,broken_english,I owner of apartment and want rent fast.
4950,scam,broken_english,You trust me.
4951,scam,deposit_request,Deposit required before any viewing.
4952,scam,no_viewing,"Trust the photos, no tour required."
4953,scam,wire_transfer,International transfer accepted.
4954,scam,fake_company,We are certified rental agents.
4955,scam,broken_english,You trust me.
4956,scam,broken_english,You trust me.
4957,scam,personal_info_harvest,Submit personal info now.
4958,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
4959,scam,deposit_request,Send first and last month now to lock it.
4960,scam,gift_card_payment,Payment via gift cards only.
4961,scam,unrealistic_price,Below market price for fast deal.
4962,scam,fake_company,Corporate leasing office.
4963,scam,personal_info_harvest,Need your full details before viewing.
4964,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
4965,scam,personal_info_harvest,Provide passport and banking info.
4966,scam,gift_card_payment,Steam gift card for deposit.
4967,scam,personal_info_harvest,Provide passport and banking info.
4968,scam,personal_info_harvest,Submit personal info now.
4969,scam,broken_english,Good chance for you.
4970,scam,gift_card_payment,Amazon gift card accepted.
4971,scam,wire_transfer,Wire transfer preferred.
4972,scam,gift_card_payment,Payment via gift cards only.
4973,scam,broken_english,I owner of apartment and want rent fast.
4974,scam,urgency_pressure,Only serious renters reply.
4975,scam,wire_transfer,Send money by MoneyGram.
4976,scam,broken_english,You send money and get key later.
4977,scam,fake_company,Our company handles everything remotely.
4978,scam,personal_info_harvest,Provide passport and banking info.
4979,scam,personal_info_harvest,Provide passport and banking info.
4980,scam,personal_info_harvest,Send copy of ID and SIN.
4981,scam,urgency_pressure,"Many people interested, act fast."
4982,scam,unrealistic_price,Very low price if you act today.
4983,scam,personal_info_harvest,Need your full details before viewing.
4984,scam,fake_company,Our company handles everything remotely.
4985,scam,gift_card_payment,Buy Apple gift cards and send codes.
4986,scam,gift_card_payment,Steam gift card for deposit.
4987,scam,urgency_pressure,Last chance to secure.
4988,scam,no_viewing,"Viewing is not necessary, unit is ready."
4989,scam,gift_card_payment,Send prepaid card numbers.
4990,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4991,scam,gift_card_payment,Amazon gift card accepted.
4992,scam,personal_info_harvest,Provide passport and banking info.
4993,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
4994,scam,gift_card_payment,Send prepaid card numbers.
4995,scam,no_viewing,"Trust the photos, no tour required."
4996,scam,broken_english,I owner of apartment and want rent fast.
4997,scam,urgency_pressure,First come first serve.
4998,scam,no_viewing,You can move in without visiting.
4999,scam,gift_card_payment,Payment via gift cards only.
5000,scam,unrealistic_price,Luxury condo downtown for $700/month.
5001,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
5002,scam,deposit_request,Pay holding fee immediately.
5003,scam,no_viewing,"No need to see the place, pictures are enough."
5004,scam,no_viewing,Viewing is not possible at this time.
5005,scam,broken_english,Good chance for you.
5006,scam,broken_english,You send money and get key later.
5007,scam,no_viewing,You can move in without visiting.
5008,scam,out_of_country_landlord,I moved overseas but the apartment is available.
5009,scam,gift_card_payment,Steam gift card for deposit.
5010,scam,deposit_request,Pay holding fee immediately.
5011,scam,no_viewing,Viewing is not possible at this time.
5012,scam,urgency_pressure,Only serious renters reply.
5013,scam,gift_card_payment,Buy Apple gift cards and send codes.
5014,scam,wire_transfer,Send money by MoneyGram.
5015,scam,fake_company,We represent the landlord.
5016,scam,gift_card_payment,Send prepaid card numbers.
5017,scam,no_viewing,Viewing is not possible at this time.
5018,scam,personal_info_harvest,Send photo of your driver license.
5019,scam,no_viewing,"Viewing is not necessary, unit is ready."
5020,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
5021,scam,gift_card_payment,Buy Apple gift cards and send codes.
5022,scam,fake_company,Third-party escrow company involved.
5023,scam,gift_card_payment,Amazon gift card accepted.
5024,scam,personal_info_harvest,Submit personal info now.
5025,scam,wire_transfer,Pay by Western Union.
5026,scam,no_viewing,"Trust the photos, no tour required."
5027,scam,gift_card_payment,Buy Apple gift cards and send codes.
5028,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
5029,scam,personal_info_harvest,Submit personal info now.
5030,scam,urgency_pressure,"Many people interested, act fast."
5031,scam,gift_card_payment,Send prepaid card numbers.
5032,scam,broken_english,You send money and get key later.
5033,scam,broken_english,I owner of apartment and want rent fast.
5034,scam,no_viewing,You can move in without visiting.
5035,scam,no_viewing,You can move in without visiting.
5036,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
5037,scam,unrealistic_price,Very low price if you act today.
5038,scam,fake_company,Third-party escrow company involved.
5039,scam,wire_transfer,Send money by MoneyGram.
5040,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
5041,scam,fake_company,Third-party escrow company involved.
5042,scam,unrealistic_price,Cheap rent because I want quick tenant.
5043,scam,fake_company,Our company handles everything remotely.
5044,scam,broken_english,You trust me.
5045,scam,unrealistic_price,Luxury condo downtown for $700/month.
5046,scam,wire_transfer,Send money by MoneyGram.
5047,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
5048,scam,no_viewing,You can move in without visiting.
5049,scam,no_viewing,Viewing is not possible at this time.
5050,scam,gift_card_payment,Send prepaid card numbers.
5051,scam,fake_company,Corporate leasing office.
5052,scam,no_viewing,"No need to see the place, pictures are enough."
5053,scam,fake_company,Corporate leasing office.
5054,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
5055,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
5056,scam,urgency_pressure,"Many people interested, act fast."
5057,scam,urgency_pressure,"Many people interested, act fast."
5058,scam,wire_transfer,Pay by Western Union.
5059,scam,broken_english,You send money and get key later.
5060,scam,wire_transfer,International transfer accepted.
5061,scam,urgency_pressure,Only serious renters reply.
5062,scam,deposit_request,Send first and last month now to lock it.
5063,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
5064,scam,broken_english,I owner of apartment and want rent fast.
5065,scam,urgency_pressure,First come first serve.
5066,scam,no_viewing,Viewing is not possible at this time.
5067,scam,broken_english,Good chance for you.
5068,scam,personal_info_harvest,Send copy of ID and SIN.
5069,scam,gift_card_payment,Buy Apple gift cards and send codes.
5070,scam,broken_english,I owner of apartment and want rent fast.
5071,scam,personal_info_harvest,Send photo of your driver license.
5072,scam,wire_transfer,Send money by MoneyGram.
5073,scam,fake_company,Third-party escrow company involved.
5074,scam,fake_company,We represent the landlord.
5075,scam,urgency_pressure,Last chance to secure.
5076,scam,urgency_pressure,Only serious renters reply.
5077,scam,urgency_pressure,First come first serve.
5078,scam,urgency_pressure,Last chance to secure.
5079,scam,wire_transfer,Crypto payment accepted.
5080,scam,wire_transfer,Send money by MoneyGram.
5081,scam,gift_card_payment,Payment via gift cards only.
5082,scam,broken_english,I owner of apartment and want rent fast.
5083,scam,no_viewing,You can move in without visiting.
5084,scam,out_of_country_landlord,I moved overseas but the apartment is available.
5085,scam,deposit_request,Pay holding fee immediately.
5086,scam,unrealistic_price,Cheap rent because I want quick tenant.
5087,scam,fake_company,We represent the landlord.
5088,scam,personal_info_harvest,Send photo of your driver license.
5089,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
5090,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
5091,scam,gift_card_payment,Steam gift card for deposit.
5092,scam,deposit_request,Unit will be held only after deposit is received.
5093,scam,no_viewing,"Trust the photos, no tour required."
5094,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
5095,scam,fake_company,Third-party escrow company involved.
5096,scam,wire_transfer,Send money by MoneyGram.
5097,scam,urgency_pressure,"Many people interested, act fast."
5098,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
5099,scam,broken_english,Good chance for you.
5100,scam,fake_company,Third-party escrow company involved.
5101,scam,personal_info_harvest,Need your full details before viewing.
5102,scam,gift_card_payment,Payment via gift cards only.
5103,scam,personal_info_harvest,Send copy of ID and SIN.
5104,scam,gift_card_payment,Payment via gift cards only.
5105,scam,deposit_request,Please send the deposit today to secure the apartment.
5106,scam,gift_card_payment,Steam gift card for deposit.
5107,scam,deposit_request,Send first and last month now to lock it.
5108,scam,personal_info_harvest,Send photo of your driver license.
5109,scam,fake_company,Corporate leasing office.
5110,scam,fake_company,Corporate leasing office.
5111,scam,deposit_request,Send first and last month now to lock it.
5112,scam,personal_info_harvest,Send photo of your driver license.
5113,scam,broken_english,You send money and get key later.
5114,scam,fake_company,We are certified rental agents.
5115,scam,personal_info_harvest,Send copy of ID and SIN.
5116,scam,urgency_pressure,Last chance to secure.
5117,scam,fake_company,Our company handles everything remotely.
5118,scam,deposit_request,Deposit required before any viewing.
5119,scam,no_viewing,You can move in without visiting.
5120,scam,no_viewing,"Viewing is not necessary, unit is ready."
5121,scam,deposit_request,Pay holding fee immediately.
5122,scam,urgency_pressure,Only serious renters reply.
5123,scam,no_viewing,"No need to see the place, pictures are enough."
5124,scam,no_viewing,"No need to see the place, pictures are enough."
5125,scam,unrealistic_price,Below market price for fast deal.
5126,scam,unrealistic_price,Cheap rent because I want quick tenant.
5127,scam,wire_transfer,International transfer accepted.
5128,scam,fake_company,We are certified rental agents.
5129,scam,gift_card_payment,Payment via gift cards only.
5130,scam,no_viewing,You can move in without visiting.
5131,scam,no_viewing,You can move in without visiting.
5132,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
5133,scam,personal_info_harvest,Send photo of your driver license.
5134,scam,fake_company,Third-party escrow company involved.
5135,scam,personal_info_harvest,Need your full details before viewing.
5136,scam,no_viewing,"Trust the photos, no tour required."
5137,scam,wire_transfer,Send money by MoneyGram.
5138,scam,gift_card_payment,Buy Apple gift cards and send codes.
5139,scam,no_viewing,"Viewing is not necessary, unit is ready."
5140,scam,urgency_pressure,First come first serve.
5141,scam,fake_company,Our company handles everything remotely.
5142,scam,broken_english,You send money and get key later.
5143,scam,deposit_request,Unit will be held only after deposit is received.
5144,scam,wire_transfer,Wire transfer preferred.
5145,scam,personal_info_harvest,Need your full details before viewing.
5146,scam,urgency_pressure,First come first serve.
5147,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
5148,scam,fake_company,We are certified rental agents.
5149,scam,wire_transfer,International transfer accepted.
5150,scam,no_viewing,You can move in without visiting.
5151,scam,no_viewing,You can move in without visiting.
5152,scam,unrealistic_price,Cheap rent because I want quick tenant.
5153,scam,unrealistic_price,Cheap rent because I want quick tenant.
5154,scam,deposit_request,Pay holding fee immediately.
5155,scam,urgency_pressure,"Many people interested, act fast."
5156,scam,urgency_pressure,First come first serve.
5157,scam,unrealistic_price,Cheap rent because I want quick tenant.
5158,scam,wire_transfer,International transfer accepted.
5159,scam,unrealistic_price,Very low price if you act today.
5160,scam,wire_transfer,Pay by Western Union.
5161,scam,personal_info_harvest,Provide passport and banking info.
5162,scam,unrealistic_price,Luxury condo downtown for $700/month.
5163,scam,broken_english,You trust me.
5164,scam,fake_company,We are certified rental agents.
5165,scam,gift_card_payment,Amazon gift card accepted.
5166,scam,personal_info_harvest,Provide passport and banking info.
5167,scam,personal_info_harvest,Need your full details before viewing.
5168,scam,gift_card_payment,Send prepaid card numbers.
5169,scam,broken_english,You send money and get key later.
5170,scam,fake_company,Our company handles everything remotely.
5171,scam,broken_english,I owner of apartment and want rent fast.
5172,scam,gift_card_payment,Steam gift card for deposit.
5173,scam,unrealistic_price,Luxury condo downtown for $700/month.
5174,scam,fake_company,We represent the landlord.
5175,scam,urgency_pressure,Only serious renters reply.
5176,scam,no_viewing,"No need to see the place, pictures are enough."
5177,scam,no_viewing,"No need to see the place, pictures are enough."
5178,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
5179,scam,wire_transfer,Pay by Western Union.
5180,scam,wire_transfer,Send money by MoneyGram.
5181,scam,gift_card_payment,Payment via gift cards only.
5182,scam,no_viewing,You can move in without visiting.
5183,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
5184,scam,deposit_request,Send first and last month now to lock it.
5185,scam,gift_card_payment,Buy Apple gift cards and send codes.
5186,scam,deposit_request,Deposit required before any viewing.
5187,scam,unrealistic_price,Below market price for fast deal.
5188,scam,deposit_request,Send first and last month now to lock it.
5189,scam,broken_english,Apartment very good and cheap.
5190,scam,fake_company,We are certified rental agents.
5191,scam,personal_info_harvest,Send photo of your driver license.
5192,scam,personal_info_harvest,Send copy of ID and SIN.
5193,scam,out_of_country_landlord,I moved overseas but the apartment is available.
5194,scam,broken_english,Good chance for you.
5195,scam,personal_info_harvest,Need your full details before viewing.
5196,scam,personal_info_harvest,Send copy of ID and SIN.
5197,scam,urgency_pressure,Only serious renters reply.
5198,scam,deposit_request,Pay holding fee immediately.
5199,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
5200,scam,wire_transfer,Send money by MoneyGram.
5201,scam,personal_info_harvest,Send copy of ID and SIN.
5202,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
5203,scam,deposit_request,Unit will be held only after deposit is received.
5204,scam,deposit_request,Please send the deposit today to secure the apartment.
5205,scam,unrealistic_price,Very low price if you act today.
5206,scam,broken_english,I owner of apartment and want rent fast.
5207,scam,no_viewing,"Trust the photos, no tour required."
5208,scam,deposit_request,Send first and last month now to lock it.
5209,scam,urgency_pressure,Only serious renters reply.
5210,scam,personal_info_harvest,Send copy of ID and SIN.
5211,scam,personal_info_harvest,Need your full details before viewing.
5212,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
5213,scam,personal_info_harvest,Send copy of ID and SIN.
5214,scam,personal_info_harvest,Provide passport and banking info.
5215,scam,unrealistic_price,Luxury condo downtown for $700/month.
5216,scam,personal_info_harvest,Submit personal info now.
5217,scam,wire_transfer,International transfer accepted.
5218,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
5219,scam,out_of_country_landlord,I moved overseas but the apartment is available.
5220,scam,urgency_pressure,Last chance to secure.
5221,scam,gift_card_payment,Amazon gift card accepted.
5222,scam,wire_transfer,Send money by MoneyGram.
5223,scam,unrealistic_price,Cheap rent because I want quick tenant.
5224,scam,wire_transfer,International transfer accepted.
5225,scam,personal_info_harvest,Provide passport and banking info.
5226,scam,broken_english,Good chance for you.
5227,scam,broken_english,You trust me.
5228,scam,fake_company,Corporate leasing office.
5229,scam,no_viewing,Viewing is not possible at this time.
5230,scam,urgency_pressure,"Many people interested, act fast."
5231,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
5232,scam,deposit_request,Unit will be held only after deposit is received.
5233,scam,personal_info_harvest,Send photo of your driver license.
5234,scam,gift_card_payment,Send prepaid card numbers.
5235,scam,broken_english,You send money and get key later.
5236,scam,fake_company,We are certified rental agents.
5237,scam,broken_english,I owner of apartment and want rent fast.
5238,scam,fake_company,We are certified rental agents.
5239,scam,unrealistic_price,Luxury condo downtown for $700/month.
5240,scam,no_viewing,Viewing is not possible at this time.
5241,scam,personal_info_harvest,Provide passport and banking info.
5242,scam,fake_company,We are certified rental agents.
5243,scam,urgency_pressure,This will be gone today.
5244,scam,fake_company,Corporate leasing office.
5245,scam,personal_info_harvest,Send copy of ID and SIN.
5246,scam,gift_card_payment,Send prepaid card numbers.
5247,scam,personal_info_harvest,Send photo of your driver license.
5248,scam,broken_english,Apartment very good and cheap.
5249,scam,out_of_country_landlord,I moved overseas but the apartment is available.
5250,scam,gift_card_payment,Steam gift card for deposit.
5251,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
5252,scam,gift_card_payment,Steam gift card for deposit.
5253,scam,fake_company,Corporate leasing office.
5254,scam,no_viewing,"Trust the photos, no tour required."
5255,scam,fake_company,Third-party escrow company involved.
5256,scam,fake_company,We represent the landlord.
5257,scam,gift_card_payment,Send prepaid card numbers.
5258,scam,wire_transfer,Send money by MoneyGram.
5259,scam,unrealistic_price,Very low price if you act today.
5260,scam,gift_card_payment,Amazon gift card accepted.
5261,scam,urgency_pressure,First come first serve.
5262,scam,fake_company,Corporate leasing office.
5263,scam,deposit_request,Deposit required before any viewing.
5264,scam,deposit_request,Pay holding fee immediately.
5265,scam,deposit_request,Pay holding fee immediately.
5266,scam,unrealistic_price,Very low price if you act today.
5267,scam,personal_info_harvest,Need your full details before viewing.
5268,scam,out_of_country_landlord,I moved overseas but the apartment is available.
5269,scam,no_viewing,"No need to see the place, pictures are enough."
5270,scam,personal_info_harvest,Provide passport and banking info.
5271,scam,urgency_pressure,This will be gone today.
5272,scam,fake_company,Corporate leasing office.
5273,scam,unrealistic_price,Cheap rent because I want quick tenant.
5274,scam,fake_company,Corporate leasing office.
5275,scam,fake_company,Corporate leasing office.
5276,scam,fake_company,We represent the landlord.
5277,scam,unrealistic_price,Cheap rent because I want quick tenant.
5278,scam,broken_english,You trust me.
5279,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
5280,scam,broken_english,Good chance for you.
5281,scam,no_viewing,"No need to see the place, pictures are enough."
5282,scam,unrealistic_price,Luxury condo downtown for $700/month.
5283,scam,personal_info_harvest,Submit personal info now.
5284,scam,no_viewing,You can move in without visiting.
5285,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
5286,scam,deposit_request,Pay holding fee immediately.
5287,scam,no_viewing,"Viewing is not necessary, unit is ready."
5288,scam,personal_info_harvest,Provide passport and banking info.
5289,scam,deposit_request,Pay holding fee immediately.
5290,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
5291,scam,deposit_request,Please send the deposit today to secure the apartment.
5292,scam,urgency_pressure,"Many people interested, act fast."
5293,scam,gift_card_payment,Send prepaid card numbers.
5294,scam,urgency_pressure,Only serious renters reply.
5295,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
5296,scam,no_viewing,"No need to see the place, pictures are enough."
5297,scam,fake_company,Our company handles everything remotely.
5298,scam,personal_info_harvest,Submit personal info now.
5299,scam,gift_card_payment,Send prepaid card numbers.
